dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,float,uniform,PoisFFT,"D | D | D | D | N | D",64,0,      17.171769
3,float,uniform,PoisFFT,"D | D | D | D | N | D",64,39,       0.571283
3,float,uniform,PoisFFT,"D | D | D | D | N | D",64,40,       0.578304
3,float,uniform,PoisFFT,"D | D | D | D | N | D",64,41,       0.580554
3,float,uniform,PoisFFT,"D | D | D | D | N | D",64,42,       0.574133
3,float,uniform,PoisFFT,"D | D | D | D | N | D",64,43,       0.577274
3,float,uniform,PoisFFT,"D | D | D | D | N | D",64,44,       0.576274
3,float,uniform,PoisFFT,"D | D | D | D | N | D",64,45,       0.572154
3,float,uniform,PoisFFT,"D | D | D | D | N | D",64,46,       0.572734
3,float,uniform,PoisFFT,"D | D | D | D | N | D",64,47,       0.573304
3,float,uniform,PoisFFT,"D | D | D | D | N | D",64,48,       0.578304
3,float,uniform,PoisFFT,"D | D | D | D | N | D",64,49,       0.580494
3,float,uniform,PoisFFT,"D | D | D | D | N | D",64,50,       0.576793
3,float,uniform,PoisFFT,"D | D | D | D | N | D",64,51,       0.578754
3,float,uniform,PoisFFT,"D | D | D | D | N | D",64,52,       0.576984
3,float,uniform,PoisFFT,"D | D | D | D | N | D",64,53,       0.578424
3,float,uniform,PoisFFT,"D | D | D | D | N | D",64,54,       0.574944
3,float,uniform,PoisFFT,"D | D | D | D | N | D",64,55,       0.576034
3,float,uniform,PoisFFT,"D | D | D | D | N | D",64,56,       0.573714
3,float,uniform,PoisFFT,"D | D | D | D | N | D",64,57,       0.576264
3,float,uniform,PoisFFT,"D | D | D | D | N | D",64,58,       0.574573
3,float,uniform,PoisFFT,"D | D | D | D | N | D",64,59,       0.578464
3,float,uniform,PoisFFT,"D | D | D | D | N | D",64,60,       0.575453
3,float,uniform,PoisFFT,"D | D | D | D | N | D",64,61,       0.578994
3,float,uniform,PoisFFT,"D | D | D | D | N | D",64,62,       0.577634
3,float,uniform,PoisFFT,"D | D | D | D | N | D",64,63,       0.580014
3,float,uniform,PoisFFT,"D | D | D | D | N | D",64,64,       0.578873
3,float,uniform,PoisFFT,"D | D | D | D | N | D",64,65,       0.577204
3,float,uniform,PoisFFT,"D | D | D | D | N | D",64,66,       0.578744
3,float,uniform,PoisFFT,"D | D | D | D | N | D",64,67,       0.583793
3,float,uniform,PoisFFT,"D | D | D | D | N | D",64,68,       0.569504
3,float,uniform,PoisFFT,"D | D | D | D | N | D",64,69,       0.574694
3,float,uniform,PoisFFT,"D | D | D | D | N | D",64,70,       0.571693
3,float,uniform,PoisFFT,"D | D | D | D | N | D",64,71,       0.574614
3,float,uniform,PoisFFT,"D | D | D | D | N | D",64,72,       0.572033
3,float,uniform,PoisFFT,"D | D | D | D | N | D",64,73,       0.579304
3,float,uniform,PoisFFT,"D | D | D | D | N | D",64,74,       0.576483
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,0,      12.876306
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,1,      12.012326
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,2,      11.993466
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,3,      12.037836
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,4,      12.027596
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,5,      12.055306
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,6,      12.006326
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,7,      12.068365
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,8,      12.129215
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,9,      12.099595
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,10,      12.010736
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,11,      12.079896
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,12,      12.084125
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,13,      12.043636
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,14,      12.086015
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,15,      12.070625
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,16,      12.051756
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,17,      12.082245
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,18,      12.081236
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,19,      12.072685
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,20,      12.143175
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,21,      12.119945
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,22,      12.082776
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,23,      12.120455
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,24,      12.116205
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,25,      12.116645
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,26,      12.168004
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,27,      12.101575
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,28,      12.079165
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,29,      12.175754
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,30,      12.083235
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,31,      12.104805
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,32,      12.111715
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,33,      12.078166
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,34,      12.126475
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,35,      12.099805
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,36,      12.118936
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,37,      12.170685
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,38,      12.117845
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,39,      12.109495
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,40,      12.139515
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,41,      12.162744
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,42,      12.078275
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,43,      12.131855
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,44,      12.156615
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,45,      12.104195
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,46,      12.114465
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,47,      12.113695
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,48,      12.156894
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,49,      12.106265
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,50,      12.146295
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,51,      12.129115
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,52,      12.129215
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,53,      12.179205
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,54,      12.125095
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,55,      12.086055
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,56,      12.150394
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,57,      12.192135
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,58,      12.135845
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,59,      12.131704
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,60,      12.149074
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,61,      12.094156
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,62,      12.143584
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,63,      12.068415
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,64,      12.158895
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,65,      12.077236
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,66,      12.127375
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,67,      12.087235
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,68,      12.128445
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,69,      12.112915
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,70,      12.155175
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,71,      12.080585
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,72,      12.123415
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,73,      12.136704
3,float,uniform,PoisFFT,"D | D | D | D | N | D",128,74,      12.103025
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,0,      66.135383
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,1,      65.475841
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,2,      65.484750
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,3,      65.321303
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,4,      64.948586
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,5,      65.112804
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,6,      65.537200
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,7,      65.148284
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,8,      65.179594
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,9,      65.250683
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,10,      65.174644
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,11,      65.029545
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,12,      64.897467
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,13,      65.092244
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,14,      65.446901
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,15,      64.968837
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,16,      65.222293
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,17,      65.202134
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,18,      65.181973
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,19,      65.315343
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,20,      65.212554
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,21,      65.251073
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,22,      65.174104
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,23,      65.516900
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,24,      65.053976
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,25,      65.207553
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,26,      65.534570
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,27,      65.012006
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,28,      65.437031
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,29,      65.072455
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,30,      65.136085
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,31,      64.941317
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,32,      64.921747
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,33,      65.148214
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,34,      65.205173
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,35,      65.273833
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,36,      65.079885
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,37,      65.108374
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,38,      64.940036
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,39,      65.188114
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,40,      65.464691
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,41,      65.184294
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,42,      64.824087
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,43,      65.102904
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,44,      65.663398
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,45,      65.432401
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,46,      64.928047
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,47,      65.255023
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,48,      65.143914
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,49,      64.896587
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,50,      64.833608
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,51,      65.429901
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,52,      65.013156
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,53,      65.360912
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,54,      65.061065
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,55,      65.515300
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,56,      65.320392
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,57,      65.015185
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,58,      65.376252
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,59,      65.451311
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,60,      65.560120
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,61,      65.153443
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,62,      65.290082
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,63,      64.985676
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,64,      65.135934
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,65,      65.462341
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,66,      64.986597
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,67,      65.416831
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,68,      65.085455
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,69,      65.124245
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,70,      65.180374
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,71,      65.497640
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,72,      65.240373
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,73,      65.046726
3,float,uniform,PoisFFT,"D | D | D | D | N | D",192,74,      65.136065
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,0,     125.540321
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,1,     125.631950
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,2,     125.560841
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,3,     125.500781
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,4,     125.396323
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,5,     125.388443
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,6,     125.459673
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,7,     125.314834
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,8,     125.459312
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,9,     125.374533
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,10,     125.682230
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,11,     125.706660
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,12,     125.359843
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,13,     125.723679
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,14,     125.398863
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,15,     125.429793
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,16,     125.362524
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,17,     125.610471
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,18,     125.624921
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,19,     125.347594
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,20,     125.522992
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,21,     125.626920
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,22,     125.306974
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,23,     125.206305
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,24,     125.443592
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,25,     125.371673
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,26,     125.479102
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,27,     125.578441
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,28,     125.664930
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,29,     125.441272
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,30,     125.368083
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,31,     125.969716
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,32,     125.197065
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,33,     125.298455
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,34,     125.310354
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,35,     125.591631
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,36,     125.401973
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,37,     125.362533
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,38,     125.547842
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,39,     125.413103
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,40,     125.287294
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,41,     125.546181
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,42,     125.471653
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,43,     125.302534
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,44,     125.339324
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,45,     125.272785
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,46,     125.365724
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,47,     125.319874
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,48,     125.262715
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,49,     125.209975
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,50,     125.333794
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,51,     125.327244
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,52,     125.288044
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,53,     125.315144
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,54,     125.415923
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,55,     125.261034
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,56,     125.430182
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,57,     125.321524
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,58,     125.438073
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,59,     125.570781
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,60,     125.681110
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,61,     125.364303
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,62,     125.487582
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,63,     125.235025
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,64,     125.218975
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,65,     125.497331
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,66,     125.557741
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,67,     125.345964
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,68,     125.408373
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,69,     125.331914
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,70,     125.395003
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,71,     125.258575
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,72,     125.535351
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,73,     125.369303
3,float,uniform,PoisFFT,"D | D | D | D | N | D",256,74,     125.433842
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,0,     334.133078
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,1,     333.971679
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,2,     333.852931
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,3,     333.926289
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,4,     333.918910
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,5,     333.700832
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,6,     333.760801
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,7,     333.522934
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,8,     333.510564
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,9,     333.844441
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,10,     333.684222
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,11,     334.148198
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,12,     334.134547
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,13,     333.532164
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,14,     334.369555
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,15,     333.804561
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,16,     333.944089
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,17,     333.571244
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,18,     334.248336
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,19,     333.979379
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,20,     333.860960
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,21,     333.852381
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,22,     333.778331
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,23,     333.965710
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,24,     334.040608
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,25,     333.641334
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,26,     333.962569
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,27,     333.845050
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,28,     333.965839
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,29,     334.029929
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,30,     333.639753
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,31,     334.047429
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,32,     333.855181
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,33,     333.901581
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,34,     334.032618
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,35,     333.618863
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,36,     333.687412
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,37,     333.906850
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,38,     333.629074
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,39,     334.145047
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,40,     334.034649
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,41,     333.796001
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,42,     334.001488
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,43,     333.675002
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,44,     334.096878
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,45,     333.673302
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,46,     333.619243
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,47,     333.419635
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,48,     333.465765
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,49,     334.145107
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,50,     334.060184
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,51,     333.861406
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,52,     333.491871
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,53,     334.065325
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,54,     334.080434
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,55,     333.872757
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,56,     333.540491
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,57,     333.553680
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,58,     333.988475
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,59,     333.819447
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,60,     333.842867
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,61,     333.949375
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,62,     333.683798
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,63,     333.607569
3,float,uniform,PoisFFT,"D | D | D | D | N | D",320,64,     334.034205
