dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,0,      17.069212
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,54,       0.561123
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,55,       0.552274
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,56,       0.573373
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,57,       0.558264
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,58,       0.570354
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,59,       0.564833
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,60,       0.553513
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,61,       0.560564
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,62,       0.556894
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,63,       0.559384
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,64,       0.557084
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,65,       0.558994
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,66,       0.560264
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,67,       0.558414
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,68,       0.557204
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,69,       0.561354
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,70,       0.556663
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,71,       0.557554
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,72,       0.561484
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,73,       0.560014
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,74,       0.561694
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,0,      14.261913
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,1,      14.080635
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,2,      14.097405
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,3,      13.884317
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,4,      14.060824
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,5,      13.750588
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,6,      13.784348
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,7,      14.017365
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,8,      14.111454
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,9,      13.949636
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,10,      13.932355
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,11,      13.741177
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,12,      13.821987
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,13,      14.227982
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,14,      13.634519
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,15,      14.062275
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,16,      13.809808
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,17,      13.940276
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,18,      14.053055
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,19,      13.799857
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,20,      13.864197
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,21,      13.942886
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,22,      13.861627
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,23,      14.021696
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,24,      13.870827
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,25,      13.897246
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,26,      13.886827
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,27,      13.887277
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,28,      13.955346
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,29,      14.141493
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,30,      13.934696
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,31,      13.792328
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,32,      14.024025
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,33,      14.012626
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,34,      13.904017
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,35,      14.144583
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,36,      14.040425
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,37,      13.984655
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,38,      13.889536
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,39,      14.380291
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,40,      14.030125
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,41,      13.995686
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,42,      13.870337
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,43,      13.844427
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,44,      14.086605
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,45,      13.781178
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,46,      13.853187
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,47,      13.832247
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,48,      14.073284
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,49,      13.729538
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,50,      13.836387
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,51,      13.919487
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,52,      13.934287
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,53,      13.918767
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,54,      13.828637
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,55,      13.805468
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,56,      13.925176
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,57,      13.856767
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,58,      14.134554
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,59,      14.056845
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,60,      13.808677
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,61,      13.991665
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,62,      14.160844
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,63,      14.058265
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,64,      13.920756
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,65,      13.850758
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,66,      13.983726
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,67,      13.877996
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,68,      13.817588
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,69,      14.173523
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,70,      14.010646
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,71,      13.906647
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,72,      13.917496
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,73,      13.800537
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,74,      13.766478
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,0,      15.604447
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,1,      15.437599
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,2,      15.424249
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,3,      15.500859
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,4,      15.467699
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,5,      15.434609
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,6,      15.480539
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,7,      15.786216
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,8,      15.443380
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,9,      15.446070
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,10,      15.467579
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,11,      15.535279
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,12,      15.416720
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,13,      15.451759
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,14,      15.453789
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,15,      15.443249
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,16,      15.478639
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,17,      15.433679
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,18,      15.429110
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,19,      15.438629
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,20,      15.456909
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,21,      15.461659
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,22,      15.475589
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,23,      15.441860
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,24,      15.429730
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,25,      15.445660
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,26,      15.458679
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,27,      15.692117
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,28,      15.498118
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,29,      15.441289
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,30,      15.905911
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,31,      15.474196
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,32,      15.518106
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,33,      15.506046
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,34,      15.443157
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,35,      15.638835
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,36,      15.472236
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,37,      15.457537
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,38,      15.512936
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,39,      15.434366
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,40,      15.426147
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,41,      15.432257
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,42,      15.471446
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,43,      15.472957
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,44,      15.470066
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,45,      15.452196
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,46,      15.449687
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,47,      15.460186
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,48,      15.474276
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,49,      15.933291
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,50,      15.427087
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,51,      15.431187
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,52,      15.431217
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,53,      15.490706
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,54,      15.470756
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,55,      15.474986
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,56,      15.441116
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,57,      15.514696
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,58,      15.476486
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,59,      15.475577
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,60,      15.479516
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,61,      15.444527
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,62,      15.430837
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,63,      15.484457
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,64,      15.450276
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,65,      15.501006
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,66,      15.433907
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,67,      15.419467
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,68,      15.454527
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,69,      15.442727
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,70,      15.490916
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,71,      15.492497
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,72,      15.422657
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,73,      15.433107
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,74,      15.461137
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,0,      40.841022
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,1,      40.852411
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,2,      40.621315
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,3,      40.619065
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,4,      40.617174
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,5,      40.820782
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,6,      40.670463
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,7,      40.882712
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,8,      40.662334
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,9,      40.788143
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,10,      40.621185
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,11,      40.735683
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,12,      40.707223
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,13,      40.579655
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,14,      40.796433
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,15,      40.631614
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,16,      40.780802
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,17,      40.687643
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,18,      40.754443
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,19,      40.782472
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,20,      40.681974
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,21,      40.610855
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,22,      40.783943
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,23,      40.591314
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,24,      40.718913
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,25,      40.883052
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,26,      40.703044
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,27,      40.623235
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,28,      40.832732
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,29,      40.674464
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,30,      40.715293
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,31,      40.758023
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,32,      40.676683
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,33,      40.640044
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,34,      40.786703
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,35,      40.642204
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,36,      40.634454
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,37,      40.655474
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,38,      40.688674
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,39,      40.636194
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,40,      40.680383
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,41,      40.854042
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,42,      40.677504
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,43,      40.712613
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,44,      40.728653
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,45,      40.683174
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,46,      40.743403
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,47,      40.608055
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,48,      40.600714
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,49,      40.666684
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,50,      40.853312
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,51,      40.756832
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,52,      40.669294
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,53,      40.821752
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,54,      40.600165
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,55,      40.664844
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,56,      40.686923
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,57,      40.652404
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,58,      40.633604
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,59,      40.642634
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,60,      40.990520
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,61,      40.681163
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,62,      40.866061
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,63,      40.617244
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,64,      40.640144
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,65,      40.838722
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,66,      40.640034
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,67,      40.685494
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,68,      40.637754
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,69,      40.725773
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,70,      40.584465
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,71,      40.596624
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,72,      40.611735
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,73,      40.647644
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,74,      40.793292
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,0,      90.281167
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,1,      90.094360
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,2,      90.570864
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,3,      90.499834
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,4,      90.329096
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,5,      90.414476
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,6,      90.334217
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,7,      90.346877
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,8,      90.249257
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,9,      89.974170
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,10,      89.873642
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,11,      90.415796
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,12,      89.868111
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,13,      90.227068
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,14,      90.127559
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,15,      90.325577
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,16,      90.404986
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,17,      90.128009
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,18,      90.364957
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,19,      90.100549
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,20,      90.530694
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,21,      90.356057
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,22,      90.200528
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,23,      90.288187
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,24,      90.635603
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,25,      90.267897
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,26,      90.595264
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,27,      90.587303
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,28,      90.315527
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,29,      90.208438
