dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
1,float,uniform,PoisFFT,"N | N",64,0,       0.003680
1,float,uniform,PoisFFT,"N | N",448,13,       0.046069
1,float,uniform,PoisFFT,"N | N",448,14,       0.046149
1,float,uniform,PoisFFT,"N | N",448,15,       0.046050
1,float,uniform,PoisFFT,"N | N",448,16,       0.046070
1,float,uniform,PoisFFT,"N | N",448,17,       0.046080
1,float,uniform,PoisFFT,"N | N",448,18,       0.046039
1,float,uniform,PoisFFT,"N | N",448,19,       0.046080
1,float,uniform,PoisFFT,"N | N",448,20,       0.046029
1,float,uniform,PoisFFT,"N | N",448,21,       0.046040
1,float,uniform,PoisFFT,"N | N",448,22,       0.046039
1,float,uniform,PoisFFT,"N | N",448,23,       0.046020
1,float,uniform,PoisFFT,"N | N",448,24,       0.046070
1,float,uniform,PoisFFT,"N | N",448,25,       0.046070
1,float,uniform,PoisFFT,"N | N",448,26,       0.046050
1,float,uniform,PoisFFT,"N | N",448,27,       0.046059
1,float,uniform,PoisFFT,"N | N",448,28,       0.050280
1,float,uniform,PoisFFT,"N | N",448,29,       0.046009
1,float,uniform,PoisFFT,"N | N",448,30,       0.046060
1,float,uniform,PoisFFT,"N | N",448,31,       0.046039
1,float,uniform,PoisFFT,"N | N",448,32,       0.046060
1,float,uniform,PoisFFT,"N | N",448,33,       0.046050
1,float,uniform,PoisFFT,"N | N",448,34,       0.046050
1,float,uniform,PoisFFT,"N | N",448,35,       0.046050
1,float,uniform,PoisFFT,"N | N",448,36,       0.046039
1,float,uniform,PoisFFT,"N | N",448,37,       0.046000
1,float,uniform,PoisFFT,"N | N",448,38,       0.046029
1,float,uniform,PoisFFT,"N | N",448,39,       0.046060
1,float,uniform,PoisFFT,"N | N",448,40,       0.046049
1,float,uniform,PoisFFT,"N | N",448,41,       0.046070
1,float,uniform,PoisFFT,"N | N",448,42,       0.046029
1,float,uniform,PoisFFT,"N | N",448,43,       0.046050
1,float,uniform,PoisFFT,"N | N",448,44,       0.046000
1,float,uniform,PoisFFT,"N | N",448,45,       0.046070
1,float,uniform,PoisFFT,"N | N",448,46,       0.046070
1,float,uniform,PoisFFT,"N | N",448,47,       0.046049
1,float,uniform,PoisFFT,"N | N",448,48,       0.046010
1,float,uniform,PoisFFT,"N | N",448,49,       0.045999
1,float,uniform,PoisFFT,"N | N",448,50,       0.046060
1,float,uniform,PoisFFT,"N | N",448,51,       0.046019
1,float,uniform,PoisFFT,"N | N",448,52,       0.046110
1,float,uniform,PoisFFT,"N | N",448,53,       0.046030
1,float,uniform,PoisFFT,"N | N",448,54,       0.046050
1,float,uniform,PoisFFT,"N | N",448,55,       0.046040
1,float,uniform,PoisFFT,"N | N",448,56,       0.046159
1,float,uniform,PoisFFT,"N | N",448,57,       0.046050
1,float,uniform,PoisFFT,"N | N",448,58,       0.046089
1,float,uniform,PoisFFT,"N | N",448,59,       0.046040
1,float,uniform,PoisFFT,"N | N",448,60,       0.046239
1,float,uniform,PoisFFT,"N | N",448,61,       0.046260
1,float,uniform,PoisFFT,"N | N",448,62,       0.046029
1,float,uniform,PoisFFT,"N | N",448,63,       0.046080
1,float,uniform,PoisFFT,"N | N",448,64,       0.046019
1,float,uniform,PoisFFT,"N | N",448,65,       0.046020
1,float,uniform,PoisFFT,"N | N",448,66,       0.046069
1,float,uniform,PoisFFT,"N | N",448,67,       0.050779
1,float,uniform,PoisFFT,"N | N",448,68,       0.046070
1,float,uniform,PoisFFT,"N | N",448,69,       0.046049
1,float,uniform,PoisFFT,"N | N",448,70,       0.046040
1,float,uniform,PoisFFT,"N | N",448,71,       0.046269
1,float,uniform,PoisFFT,"N | N",448,72,       0.046050
1,float,uniform,PoisFFT,"N | N",448,73,       0.046049
1,float,uniform,PoisFFT,"N | N",448,74,       0.046060
1,float,uniform,PoisFFT,"N | N",512,0,       0.027000
1,float,uniform,PoisFFT,"N | N",512,1,       0.030710
1,float,uniform,PoisFFT,"N | N",512,2,       0.026550
1,float,uniform,PoisFFT,"N | N",512,3,       0.026590
1,float,uniform,PoisFFT,"N | N",512,4,       0.026550
1,float,uniform,PoisFFT,"N | N",512,5,       0.026519
1,float,uniform,PoisFFT,"N | N",512,6,       0.026520
1,float,uniform,PoisFFT,"N | N",512,7,       0.026549
1,float,uniform,PoisFFT,"N | N",512,8,       0.026549
1,float,uniform,PoisFFT,"N | N",512,9,       0.026560
1,float,uniform,PoisFFT,"N | N",512,10,       0.026520
1,float,uniform,PoisFFT,"N | N",512,11,       0.026520
1,float,uniform,PoisFFT,"N | N",512,12,       0.026550
1,float,uniform,PoisFFT,"N | N",512,13,       0.026549
1,float,uniform,PoisFFT,"N | N",512,14,       0.026660
1,float,uniform,PoisFFT,"N | N",512,15,       0.026820
1,float,uniform,PoisFFT,"N | N",512,16,       0.026520
1,float,uniform,PoisFFT,"N | N",512,17,       0.026530
1,float,uniform,PoisFFT,"N | N",512,18,       0.026530
1,float,uniform,PoisFFT,"N | N",512,19,       0.026539
1,float,uniform,PoisFFT,"N | N",512,20,       0.026540
1,float,uniform,PoisFFT,"N | N",512,21,       0.026520
1,float,uniform,PoisFFT,"N | N",512,22,       0.026529
1,float,uniform,PoisFFT,"N | N",512,23,       0.026530
1,float,uniform,PoisFFT,"N | N",512,24,       0.026510
1,float,uniform,PoisFFT,"N | N",512,25,       0.026549
1,float,uniform,PoisFFT,"N | N",512,26,       0.026550
1,float,uniform,PoisFFT,"N | N",512,27,       0.026580
1,float,uniform,PoisFFT,"N | N",512,28,       0.026549
1,float,uniform,PoisFFT,"N | N",512,29,       0.026510
1,float,uniform,PoisFFT,"N | N",512,30,       0.026569
1,float,uniform,PoisFFT,"N | N",512,31,       0.026529
1,float,uniform,PoisFFT,"N | N",512,32,       0.030830
1,float,uniform,PoisFFT,"N | N",512,33,       0.026619
1,float,uniform,PoisFFT,"N | N",512,34,       0.026529
1,float,uniform,PoisFFT,"N | N",512,35,       0.026520
1,float,uniform,PoisFFT,"N | N",512,36,       0.026540
1,float,uniform,PoisFFT,"N | N",512,37,       0.026509
1,float,uniform,PoisFFT,"N | N",512,38,       0.026550
1,float,uniform,PoisFFT,"N | N",512,39,       0.026540
1,float,uniform,PoisFFT,"N | N",512,40,       0.026530
1,float,uniform,PoisFFT,"N | N",512,41,       0.026510
1,float,uniform,PoisFFT,"N | N",512,42,       0.026510
1,float,uniform,PoisFFT,"N | N",512,43,       0.026500
1,float,uniform,PoisFFT,"N | N",512,44,       0.026530
1,float,uniform,PoisFFT,"N | N",512,45,       0.026529
1,float,uniform,PoisFFT,"N | N",512,46,       0.026520
1,float,uniform,PoisFFT,"N | N",512,47,       0.026490
1,float,uniform,PoisFFT,"N | N",512,48,       0.026529
1,float,uniform,PoisFFT,"N | N",512,49,       0.026500
1,float,uniform,PoisFFT,"N | N",512,50,       0.026520
1,float,uniform,PoisFFT,"N | N",512,51,       0.026509
1,float,uniform,PoisFFT,"N | N",512,52,       0.026500
1,float,uniform,PoisFFT,"N | N",512,53,       0.026510
1,float,uniform,PoisFFT,"N | N",512,54,       0.026529
1,float,uniform,PoisFFT,"N | N",512,55,       0.026470
1,float,uniform,PoisFFT,"N | N",512,56,       0.026480
1,float,uniform,PoisFFT,"N | N",512,57,       0.026519
1,float,uniform,PoisFFT,"N | N",512,58,       0.026510
1,float,uniform,PoisFFT,"N | N",512,59,       0.026550
1,float,uniform,PoisFFT,"N | N",512,60,       0.026499
1,float,uniform,PoisFFT,"N | N",512,61,       0.026550
1,float,uniform,PoisFFT,"N | N",512,62,       0.026530
1,float,uniform,PoisFFT,"N | N",512,63,       0.026529
1,float,uniform,PoisFFT,"N | N",512,64,       0.030680
1,float,uniform,PoisFFT,"N | N",512,65,       0.026540
1,float,uniform,PoisFFT,"N | N",512,66,       0.026510
1,float,uniform,PoisFFT,"N | N",512,67,       0.026560
1,float,uniform,PoisFFT,"N | N",512,68,       0.026560
1,float,uniform,PoisFFT,"N | N",512,69,       0.026489
1,float,uniform,PoisFFT,"N | N",512,70,       0.026480
1,float,uniform,PoisFFT,"N | N",512,71,       0.026490
1,float,uniform,PoisFFT,"N | N",512,72,       0.026460
1,float,uniform,PoisFFT,"N | N",512,73,       0.026520
1,float,uniform,PoisFFT,"N | N",512,74,       0.026529
