dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",64,0,       1.381775
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,26,       3.128535
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,27,       3.121815
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,28,       3.146084
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,29,       3.111365
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,30,       3.089826
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,31,       3.133745
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,32,       3.127775
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,33,       3.164944
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,34,       3.106625
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,35,       3.106745
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,36,       3.125325
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,37,       3.111105
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,38,       3.176754
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,39,       3.118195
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,40,       3.098475
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,41,       3.112416
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,42,       3.091375
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,43,       3.139885
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,44,       3.133175
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,45,       3.094475
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,46,       3.127425
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,47,       3.138065
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,48,       3.139875
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,49,       3.137695
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,50,       3.116825
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,51,       3.148384
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,52,       3.101026
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,53,       3.205365
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,54,       3.131464
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,55,       3.075326
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,56,       3.076096
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,57,       3.113365
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,58,       3.128915
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,59,       3.149574
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,60,       3.097086
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,61,       3.105536
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,62,       3.117455
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,63,       3.152995
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,64,       3.101835
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,65,       3.107005
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,66,       3.124995
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,67,       3.106846
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,68,       3.098515
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,69,       3.124985
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,70,       3.123425
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,71,       3.116016
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,72,       3.104385
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,73,       3.131345
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",128,74,       3.103556
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,0,      10.990107
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,1,      10.927717
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,2,      11.097426
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,3,      11.161365
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,4,      11.231624
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,5,      11.058377
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,6,      11.279554
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,7,      11.292404
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,8,      10.653541
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,9,      11.390233
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,10,      10.963687
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,11,      10.649641
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,12,      11.082986
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,13,      10.995407
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,14,      11.047046
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,15,      10.868649
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,16,      10.966007
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,17,      11.042236
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,18,      10.986297
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,19,      11.295213
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,20,      11.256344
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,21,      10.920828
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,22,      10.843659
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,23,      11.241484
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,24,      11.031436
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,25,      10.957147
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,26,      11.085726
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,27,      11.228964
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,28,      10.974947
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,29,      11.285844
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,30,      11.233035
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,31,      11.068606
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,32,      11.279093
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,33,      11.265844
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,34,      10.893218
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,35,      11.213454
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,36,      11.329144
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,37,      11.255004
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,38,      11.110195
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,39,      11.259864
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,40,      11.259634
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,41,      10.873118
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,42,      10.961687
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,43,      11.091176
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,44,      11.143585
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,45,      10.941577
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,46,      11.093816
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,47,      10.876508
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,48,      10.862198
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,49,      11.119346
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,50,      11.324994
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,51,      11.230325
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,52,      11.205995
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,53,      11.195664
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,54,      11.031757
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,55,      11.105426
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,56,      11.015206
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,57,      11.252254
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,58,      11.287843
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,59,      10.831989
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,60,      11.241564
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,61,      10.939597
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,62,      11.307803
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,63,      11.164585
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,64,      10.919947
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,65,      11.101106
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,66,      11.237024
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,67,      11.325293
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,68,      11.105616
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,69,      11.253324
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,70,      11.242214
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,71,      11.084665
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,72,      10.879148
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,73,      11.085696
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",192,74,      11.096686
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,0,      29.631848
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,1,      29.884345
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,2,      29.605238
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,3,      29.866866
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,4,      29.879645
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,5,      29.678468
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,6,      30.102983
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,7,      29.703997
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,8,      29.645488
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,9,      30.067993
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,10,      29.916564
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,11,      29.823176
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,12,      29.965384
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,13,      30.260401
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,14,      29.805826
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,15,      29.913275
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,16,      29.962544
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,17,      29.743637
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,18,      30.055053
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,19,      29.941804
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,20,      29.771906
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,21,      29.702267
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,22,      30.004994
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,23,      30.296950
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,24,      29.963334
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,25,      29.662808
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,26,      29.991064
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,27,      30.046244
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,28,      29.396571
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,29,      29.738797
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,30,      29.941504
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,31,      30.053593
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,32,      29.901185
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,33,      29.760527
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,34,      30.331310
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,35,      30.070663
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,36,      29.935535
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,37,      30.141043
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,38,      30.216531
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,39,      29.851026
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,40,      29.917814
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,41,      30.593257
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,42,      30.028234
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,43,      29.861365
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,44,      29.965614
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,45,      30.059283
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,46,      30.162522
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,47,      29.941434
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,48,      30.030943
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,49,      30.168911
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,50,      29.653387
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,51,      30.024204
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,52,      30.138572
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,53,      29.775846
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,54,      30.049583
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,55,      30.071683
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,56,      29.811625
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,57,      30.006893
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,58,      30.066744
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,59,      30.129473
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,60,      30.117083
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,61,      29.983614
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,62,      29.873856
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,63,      30.221392
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,64,      30.404659
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,65,      30.113853
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,66,      30.273051
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,67,      30.065764
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,68,      30.130592
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,69,      30.194632
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,70,      30.107603
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,71,      30.439389
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,72,      30.041653
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,73,      30.255441
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",256,74,      30.244781
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,0,      46.935894
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,1,      46.653778
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,2,      46.696337
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,3,      46.528078
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,4,      46.625318
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,5,      46.390930
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,6,      46.826145
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,7,      46.662537
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,8,      46.489839
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,9,      46.741666
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,10,      46.882724
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,11,      46.900845
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,12,      47.267970
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,13,      46.657407
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,14,      47.322380
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,15,      46.452030
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,16,      46.577098
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,17,      46.397550
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,18,      46.487439
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,19,      46.983683
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,20,      46.766016
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,21,      45.879756
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,22,      46.861445
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,23,      46.441639
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,24,      46.713417
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,25,      46.370561
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,26,      46.563009
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,27,      46.707377
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,28,      46.707527
3,double,uniform,PoisFFT,"P | P | Ns | Ns | P | P",320,29,      46.988613
